title,belongs_to_collection,budget,genre1,genre2,genre3,genre4,genre5,popularity,production_companies_1,production_companies_2,month,day,year,release_date,revenue,runtime,director_name,num_critic_for_reviews,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,actor_1_name,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,language,country,actor_2_facebook_likes,imdb_score,movie_facebook_likes
Ice Age: The Meltdown,"{'id': 8354, 'name': 'Ice Age Collection', 'poster_path': '/stQoHvo0q6ZcEkji2Z1wlAxKnDq.jpg', 'backdrop_path': '/2Mb92Ssoe1eUecvrCe2pEvgAlmv.jpg'}",80000000,Animation,Family,Comedy,Adventure,,16.646029,Blue Sky Studios,Twentieth Century Fox Animation,3,23,2006,3/23/2006,660940780,91,Carlos Saldanha,164,107,241,Ray Romano,835,Denis Leary,194249,1815,Jay Leno,0,flood|mammoth|no opening credits|squirrel|valley,English,United States,590,6.9,0
Ice Princess,NA,25000000,Drama,Comedy,Family,,,9.313354,Walt Disney Pictures,Bridget Johnson Films,3,17,2005,3/17/2005,27645491,98,Tim Fywell,67,3,28,Trevor Blumas,90,Connie Ray,19737,235,Amy Stewart,2,championship|coach|harvard|physics|zamboni,English,United States,89,6,901
Ida,NA,2159280,Drama,,,,,8.651053,Danish Film Institute,Portobello Pictures,10,25,2013,10/25/2013,15298355,80,Pawel Pawlikowski,269,84,46,Agata Trzebuchowska,88,Joanna Kulig,34643,205,Agata Kulesza,1,convent|jew|jewish|nun|poland,Polish,Poland,64,7.4,17000
Identity,NA,30000000,Mystery,Thriller,,,,17.955897,Konrad Pictures,Columbia Pictures Corporation,4,25,2003,4/25/2003,90259536,90,James Mangold,136,446,660,Rebecca De Mornay,1000,Clea DuVall,177828,3969,Jake Busey,0,dissociative identity disorder|motel room key|murder|storm|stranded,English,United States,872,7.3,11000
Identity Thief,NA,35000000,Comedy,Crime,,,,7.321172,Stuber Productions,Aggregate Films,2,7,2013,2/7/2013,173965010,111,Seth Gordon,275,91,680,Eric Stonestreet,4000,Jon Favreau,97664,5826,T.I.,2,bounty hunter|credit card|cross country|identity|police,English,United States,904,5.7,17000
Idiocracy,NA,30000000,Adventure,Comedy,Science Fiction,,,12.130803,Twentieth Century Fox Film Corporation,Ternion Pictures,9,1,2006,9/1/2006,495303,84,Mike Judge,121,406,233,Patrick Fischler,586,Anthony 'Citric' Campos,108052,1490,David Herman,0,experiment|future|hibernation|stupidity|top secret,English,United States,497,6.6,79000
Idle Hands,NA,25000000,Thriller,Comedy,Horror,,,6.851628,Columbia Pictures Corporation,Team Todd,4,30,1999,4/30/1999,4152230,92,Rodman Flender,59,6,577,Fred Willard,890,Vivica A. Fox,33745,3654,Elden Henson,0,breasts|female frontal nudity|nude woman murdered|slow motion scene|trailer home,English,United States,729,6.2,0
If I Stay,NA,11000000,Drama,,,,,9.659244,New Line Cinema,Metro-Goldwyn-Mayer (MGM),8,21,2014,8/21/2014,78874843,106,R.J. Cutler,141,15,602,Mireille Enos,17000,Chloë Grace Moretz,83893,20466,Stacy Keach,3,car accident|coma|out of body experience|reference to the exploited|teenage girl,English,United States,1000,6.8,15000
Igby Goes Down,NA,9000000,Comedy,Drama,,,,5.536107,United Artists,,9,13,2002,9/13/2002,4777465,97,Burr Steers,136,23,471,Rory Culkin,1000,Kieran Culkin,29058,2478,Bill Irwin,1,boy|mistress|money|schizophrenic|school,English,United States,710,7,838
Imaginary Heroes,NA,10000000,Comedy,Drama,,,,2.994171,Signature Pictures,Art Linson Productions,9,14,2004,9/14/2004,0,111,Dan Harris,73,24,83,Ryan Donowho,374,Kip Pardue,8708,768,Larry Fessenden,2,cat|christmas song|lawn mowing|leave of absence|medication,English,United States,181,7.3,345
Imagine Me & You,NA,0,Drama,Comedy,Romance,,,6.008971,BBC Films,Filmstiftung Nordrhein-Westfalen,2,1,2005,2/1/2005,2455831,93,Ol Parker,85,21,112,Ben Miles,186,Celia Imrie,23023,619,Darren Boyd,0,florist|friend|friendship|lesbian|love,English,United Kingdom,119,6.9,0
Imagine That,NA,55000000,Comedy,,,,,6.308773,Paramount Pictures,Di Bonaventura Pictures,6,19,2009,6/19/2009,0,107,Karey Kirkpatrick,93,11,506,Ronny Cox,939,Stephen Root,10417,3742,Richard Schiff,2,blanket|competition|family relationships|feather|sleepover,English,United States,605,5.6,610
Immortals,NA,75000000,Fantasy,Action,Drama,,,10.363671,Virgin Produced,Mark Canton Productions,11,10,2011,11/10/2011,226904017,110,Tarsem Singh,284,763,222,Daniel Sharman,15000,Henry Cavill,138190,16691,Steve Byers,1,burned alive|castration|olympus|torture|torture device,English,United States,1000,6.1,30000
Impostor,NA,40000000,Action,Science Fiction,Thriller,,,8.209652,Dimension Films,Marty Katz Productions,12,3,2001,12/3/2001,0,102,Gary Fleder,83,39,259,Mekhi Phifer,1000,Gary Dourdan,19986,2664,Tim Guinee,4,alien|android|bomb|future|weapon,English,United States,1000,6.2,892
In & Out,NA,35000000,Comedy,Romance,,,,9.949805,Paramount Pictures,Spelling Films,9,10,1997,9/10/1997,0,90,Frank Oz,83,0,945,Wilford Brimley,19000,Tom Selleck,32416,23504,Lauren Ambrose,0,academy award|gay|high school|reporter|teacher,English,United States,957,6.3,0
In Bruges,NA,15000000,Comedy,Drama,Crime,,,9.895652,Blueprint Pictures,Scion Films,2,8,2008,2/8/2008,34533783,107,Martin McDonagh,300,454,39,Anna Madeley,65,Elizabeth Berrington,307639,173,Eric Godon,1,bruges|bullet|hope|irish|tourist,English,United Kingdom,49,8,32000
In Cold Blood,NA,3500000,Crime,Drama,,,,8.592792,Columbia Pictures Corporation,Pax Enterprises,12,14,1967,12/14/1967,13007551,134,Richard Brooks,79,174,188,Robert Blake,255,John Forsythe,19026,970,Will Geer,1,homoeroticism|kansas|murder|police|robbery,English,United States,220,8,0
In Her Line of Fire,NA,1000000,Action,Thriller,,,,0.632334,ApolloProMovie & Co. 1. FilmprodUnited Kingdomtion,,4,21,2006,4/21/2006,0,88,Brian Trenchard-Smith,8,53,176,Mariel Hemingway,563,David Keith,783,1284,Jesse Hutch,2,camp|die hard scenario|female protagonist|island|vice president,English,Germany,288,4.1,42
In the Bedroom,NA,1700000,Drama,Thriller,,,,9.698269,Miramax Films,GreeneStreet/SKE Films,11,23,2001,11/23/2001,0,130,Todd Field,179,143,783,Sissy Spacek,1000,Tom Wilkinson,32415,3970,Karen Allen,1,doctor|maine|only son|school choir|summer,English,United States,874,7.5,951
In the Cut,NA,12000000,Mystery,Thriller,,,,5.799628,Pathe Productions,Red Turtle,9,9,2003,9/9/2003,23,119,Jane Campion,138,319,48,Nick Damici,1000,Jennifer Jason Leigh,18632,1171,SUnited Statesn Gardner,0,blow job|female rear nudity|female removes her clothes|oral sex|three of spades tattoo,English,Australia,65,5.3,656
In the Heart of the Sea,NA,100000000,Thriller,Drama,Adventure,Action,History,11.696923,Imagine Entertainment,Spring Creek Productions,11,20,2015,11/20/2015,93820758,122,Ron Howard,289,2000,571,Benjamin Walker,26000,Chris Hemsworth,71782,28328,Frank Dillane,0,emaciation|ship|starvation|vomiting|whale,English,United States,911,7,27000
In the Heat of the Night,NA,2000000,Crime,Drama,Mystery,Thriller,,9.059617,United Artists,"Mirisch Corporation, The",8,2,1967,8/2/1967,27379978,109,NA,1,NA,213,Alan Autry,480,Carroll O'Connor,2258,1736,Crystal R. Fox,1,detective|mississippi|police|police detective|small town,English,United States,360,7.4,763
In the Land of Blood and Honey,NA,10000000,Drama,Romance,War,,,2.772269,FilmDistrict,,12,23,2011,12/23/2011,303877,127,Angelina Jolie Pitt,110,11000,116,Nikola Djuricko,306,Jelena Jovanova,31414,796,Branko Djuric,0,bosnian war|church|emaciation|soldier|violence,Bosnian,United States,164,4.3,0
In the Land of Women,NA,10000000,Romance,Comedy,Drama,,,9.351276,Castle Rock Entertainment,Land Films Inc.,4,16,2007,4/16/2007,17500000,97,Jon Kasdan,81,21,499,Elena Anaya,17000,Kristen Stewart,27689,20312,Dustin Milligan,0,actress|love|michigan|neighbor|writer,English,United States,1000,6.5,1000
In the Name of the King: A Dungeon Siege Tale,"{'id': 122922, 'name': 'In the Name of the King Collection', 'poster_path': '/kxqvnKbKX2MW2xfeGAGvlFSECSj.jpg', 'backdrop_path': '/rJaHFKkYvtnjjJ58L9W5KgYxA6w.jpg'}",60000000,Adventure,Fantasy,Action,Drama,,6.502566,Boll Kino Beteiligungs GmbH & Co. KG,Brightlight Pictures,11,29,2007,11/29/2007,0,127,Uwe Boll,140,892,102,Mike Dopud,26000,Jason Statham,38398,26564,Tania Saulnier,3,farmer|king|krug|rescue|wizard,English,Germany,368,3.8,0
In the Shadow of the Moon,NA,2000000,Documentary,,,,,2.367893,Film4,Passion Pictures,1,19,2007,1/19/2007,0,109,David Sington,107,90,65,Buzz Aldrin,168,John F. Kennedy,5475,408,Neil Armstrong,0,1960s|astronaut|moon|nasa|spacecraft accident,English,United Kingdom,142,8.1,0
In the Valley of Elah,NA,23000000,History,Drama,Thriller,Crime,Mystery,9.604552,Summit Entertainment,Blackfriars Bridge Films,8,31,2007,8/31/2007,29541790,124,Paul Haggis,232,549,883,Charlize Theron,11000,James Franco,60115,24248,Barry Corbin,2,detective|iraq|military|murder investigation|police,English,United States,9000,7.2,0
In Time,NA,40000000,Action,Thriller,Science Fiction,,,10.324613,Regency Enterprises,Strike Entertainment,10,27,2011,10/27/2011,173930596,109,Andrew Niccol,360,487,3000,Olivia Wilde,20000,Matt Bomer,304318,34011,Justin Timberlake,2,currency|future|murder|on the run|time,English,United States,10000,6.7,52000
In Too Deep,NA,7000000,Drama,Action,Thriller,Crime,,1.615319,Suntaur Entertainment Company,,8,25,1999,8/25/1999,14011454,97,Michael Rymer,28,48,826,Omar Epps,1000,LL Cool J,4598,4837,Nia Long,1,cunnilingus|oral sex|police|sex scene|undercover,English,United States,865,6.1,375
Incendies,NA,6800000,Drama,War,Mystery,,,8.596012,TS Productions,Micro scope,9,4,2010,9/4/2010,7103838,130,Denis Villeneuve,226,777,58,Mélissa Désormeaux-Poulin,131,Lubna Azabal,80429,343,Ahmad Massad,0,brother sister relationship|family relationships|middle east|mother son relationship|twin brother and sister,French,Canada,66,8.2,37000
Inception,NA,160000000,Action,Thriller,Science Fiction,Mystery,Adventure,29.108149,Legendary Pictures,Warner Bros.,7,14,2010,7/14/2010,825532764,148,Christopher Nolan,642,22000,23000,Tom Hardy,29000,Leonardo DiCaprio,1468200,81115,Joseph Gordon-Levitt,0,ambiguous ending|corporate espionage|dream|subconscious|thief,English,United States,27000,8.8,175000
Incident at Loch Ness,NA,1,Adventure,Comedy,Horror,,,1.725759,,,12,17,2004,12/17/2004,0,94,Zak Penn,60,87,37,Gabriel Beristain,87,Zak Penn,3291,256,John Bailey,0,boat|director|loch ness|loch ness monster|monster,English,United Kingdom,70,6.6,400
Independence Day,"{'id': 304378, 'name': 'Independence Day Collection', 'poster_path': '/diCxphvzqas0Tr5eq7tLUzg5M7d.jpg', 'backdrop_path': '/p7oqa94XgNGVMazXwR49QfyGgtx.jpg'}",75000000,Action,Adventure,Science Fiction,,,17.634197,Twentieth Century Fox Film Corporation,Centropolis Entertainment,6,25,1996,6/25/1996,816969268,145,Roland Emmerich,185,776,933,Adam Baldwin,10000,Will Smith,430055,16785,Mary McDonnell,0,alien|area 51|military|spacecraft|spaceship,English,United States,2000,6.9,16000
Independence Day: Resurgence,"{'id': 304378, 'name': 'Independence Day Collection', 'poster_path': '/diCxphvzqas0Tr5eq7tLUzg5M7d.jpg', 'backdrop_path': '/p7oqa94XgNGVMazXwR49QfyGgtx.jpg'}",165000000,Action,Adventure,Science Fiction,,,16.993841,Twentieth Century Fox Film Corporation,Centropolis Entertainment,6,22,2016,6/22/2016,389681935,120,Roland Emmerich,286,776,535,Sela Ward,890,Vivica A. Fox,58137,3233,Judd Hirsch,0,alien|battle|defense|independence day|mothership,English,United States,812,5.5,67000
Indiana Jones and the Kingdom of the Crystal Skull,"{'id': 84, 'name': 'Indiana Jones Collection', 'poster_path': '/lpxDrACKJhbbGOlwVMNz5YCj6SI.jpg', 'backdrop_path': '/6kh59mZizZsttZPR0HAdXk6Ve2n.jpg'}",185000000,Adventure,Action,,,,12.577266,Lucasfilm,Paramount Pictures,5,21,2008,5/21/2008,786636033,122,Steven Spielberg,470,14000,1000,Ray Winstone,11000,Harrison Ford,333847,14959,Jim Broadbent,2,cult figure|femme fatale|indiana jones|unsubtitled foreign language|year 1957,English,United States,1000,6.2,5000
Indiana Jones and the Last CrUnited Statesde,"{'id': 84, 'name': 'Indiana Jones Collection', 'poster_path': '/lpxDrACKJhbbGOlwVMNz5YCj6SI.jpg', 'backdrop_path': '/6kh59mZizZsttZPR0HAdXk6Ve2n.jpg'}",48000000,Adventure,Action,,,,14.788987,Lucasfilm,Paramount Pictures,5,24,1989,5/24/1989,474171806,127,Steven Spielberg,149,14000,440,Julian Glover,11000,Harrison Ford,515306,12884,Alison Doody,5,castle|diary|holy grail|map|nazi,English,United States,844,8.3,0
Indiana Jones and the Temple of Doom,"{'id': 84, 'name': 'Indiana Jones Collection', 'poster_path': '/lpxDrACKJhbbGOlwVMNz5YCj6SI.jpg', 'backdrop_path': '/6kh59mZizZsttZPR0HAdXk6Ve2n.jpg'}",28000000,Adventure,Action,,,,15.802306,Lucasfilm,Paramount Pictures,5,23,1984,5/23/1984,333000000,118,Steven Spielberg,148,14000,237,Amrish Puri,11000,Harrison Ford,329969,11898,Kate Capshaw,2,children|studio logo segues into film|temple|village|white dinner jacket,English,United States,429,7.6,0
Infamous,NA,13000000,Drama,,,,,5.169999,Killer Films,Longfellow Pictures,11,16,2006,11/16/2006,1151330,110,Douglas McGrath,129,41,442,Isabella Rossellini,2000,Toby Jones,14143,3474,Hope Davis,4,blood|book|cold calculation|murder|writer,English,United States,812,7.1,0
Inglourious Basterds,NA,70000000,Drama,Action,Thriller,War,,16.89564,Universal Pictures,A Band Apart,8,18,2009,8/18/2009,319131050,153,Quentin Tarantino,486,16000,11000,Brad Pitt,13000,Michael Fassbender,885175,36741,Christoph Waltz,1,france|german|nazis|revenge|scalping,English,United States,11000,8.3,42000
Inherent Vice,NA,20000000,Comedy,Romance,Crime,Drama,Mystery,13.52638,Ghoulardi Film Company,Warner Bros.,12,25,2014,12/25/2014,11110975,148,Paul Thomas Anderson,401,0,175,Katherine Waterston,204,Martin Dew,61935,707,Serena Scott Thomas,0,1960s|based on novel|ex boyfriend ex girlfriend relationship|southern california|voice over narration,English,United States,178,6.7,18000
Ink,NA,250000,Action,Fantasy,,,,5.124589,Double Edge Films,,1,23,2009,1/23/2009,0,106,Jamin Winans,66,63,76,Marty Lindsey,135,Eme Ikwuakor,18486,457,Jessica Duffy,0,dream|self destructiveness|storyteller|time paradox|workaholic,English,United States,115,7,11000
Inkheart,NA,60000000,Adventure,Family,Fantasy,,,13.570926,New Line Cinema,Internationale FilmprodUnited Kingdomtion Blackbird Erste,12,11,2008,12/11/2008,57490374,106,Iain Softley,161,34,466,Stephen Graham,3000,Brendan Fraser,60232,5329,Jamie Foreman,3,book|escape|girl|overalls|villain,English,Germany,1000,6.1,0
Inside Deep Throat,NA,2000000,History,Documentary,,,,3.21768,,,2,11,2005,2/11/2005,653621,92,Fenton Bailey,123,13,218,Bill Maher,373,Hugh M. Hefner,5615,1136,Linda Lovelace,0,clitoris|deep throat|fellatio|oral sex|porn industry,English,United States,334,6.8,592
Inside Job,NA,2000000,Documentary,,,,,10.30535,Sony Pictures Classics,Sony Pictures Home Entertainment,10,8,2010,10/8/2010,7871522,109,Charles Ferguson,171,117,18,George W. Bush,13000,Matt Damon,55382,13145,Barney Frank,0,florida|iceland|interview|new york city new york|recession,English,United States,125,8.3,63000
Inside Llewyn Davis,NA,11000000,Drama,Music,,,,10.838063,StudioCanal,CBS Films,10,6,2013,10/6/2013,32935319,105,Ethan Coen,535,1000,272,Max Casella,3000,Justin Timberlake,96233,4082,Alex Karpovsky,1,1960s|car hitting an animal|folk singer|friend|singer,English,United States,275,7.4,26000
Inside Man,NA,45000000,Crime,Drama,Thriller,,,13.393548,Imagine Entertainment,Universal Pictures,3,23,2006,3/23/2006,184376254,129,Spike Lee,230,0,277,James Ransone,18000,Denzel Washington,273108,19148,Peter Gerety,2,bank|detective|negotiation|police|robber,English,United States,412,7.6,0
Inside Out,NA,175000000,Drama,Comedy,Animation,Family,,23.985587,Walt Disney Pictures,Pixar Animation Studios,6,9,2015,6/9/2015,857611174,94,Pete Docter,536,0,384,Mindy Kaling,1000,Amy Poehler,345198,2944,Phyllis Smith,1,anger|joy|memory|running away|sadness,English,United States,767,8.3,118000
Insidious,"{'id': 228446, 'name': 'Insidious Collection', 'poster_path': '/fct5wsWu6niDIGRIC4aWEsN5Npa.jpg', 'backdrop_path': '/lBtXKcC8l2kVPW7prMJBZELvvS9.jpg'}",1500000,Horror,Thriller,,,,17.24814,Alliance Films,IM Global,9,13,2010,9/13/2010,97009150,103,James Wan,445,0,588,Barbara Hershey,852,Lin Shaye,202800,3030,Philip Friedman,1,baby|boy|coma|demon|house,English,United States,618,6.8,60000
Insidious: Chapter 2,"{'id': 228446, 'name': 'Insidious Collection', 'poster_path': '/fct5wsWu6niDIGRIC4aWEsN5Npa.jpg', 'backdrop_path': '/lBtXKcC8l2kVPW7prMJBZELvvS9.jpg'}",5000000,Horror,Thriller,,,,9.040324,Sony Pictures,FilmDistrict,9,12,2013,9/12/2013,0,106,James Wan,318,0,482,Barbara Hershey,852,Lin Shaye,109214,2975,Leigh Whannell,0,barricading a door|injection in leg|police detective|supernatural|taser,English,United States,618,6.6,35000
Insidious: Chapter 3,"{'id': 228446, 'name': 'Insidious Collection', 'poster_path': '/fct5wsWu6niDIGRIC4aWEsN5Npa.jpg', 'backdrop_path': '/lBtXKcC8l2kVPW7prMJBZELvvS9.jpg'}",10000000,Drama,Horror,Thriller,,,10.098792,Sony Pictures,,6,4,2015,6/4/2015,104303851,97,Leigh Whannell,242,482,482,Hayley Kiyoko,852,Lin Shaye,54190,2426,Leigh Whannell,0,demon|possession|psychic|supernatural|teenager,English,Canada,542,6.1,29000
Insomnia,NA,46000000,Crime,Mystery,Thriller,,,11.424974,Section Eight,Alcon Entertainment,5,24,2002,5/24/2002,113714830,118,Christopher Nolan,185,22000,319,Maura Tierney,14000,Al Pacino,218771,15658,Crystal Lowe,0,detective|insomnia|murder|partner|police,English,United States,509,7.2,0
Inspector Gadget,"{'id': 237445, 'name': 'Inspector Gadget Collection', 'poster_path': '/m80WunRaXoCBeKcYfoGAldyBWOc.jpg', 'backdrop_path': '/AosJpZ6TvYFYtRzvgFfb82g2S70.jpg'}",75000000,Action,Adventure,Comedy,Family,,11.677244,Walt Disney Pictures,Caravan Pictures,7,23,1999,7/23/1999,0,78,David Kellogg,70,16,692,Rene Auberjonois,2000,Matthew Broderick,36491,5320,Rupert Everett,0,actor playing multiple roles|claw|gadget|inspector|police,English,United States,710,4.1,509
Instinct,NA,80000000,Drama,Mystery,Thriller,,,6.236116,Spyglass Entertainment,Touchstone Pictures,6,4,1999,6/4/1999,0,126,Jon Turteltaub,100,226,241,Maura Tierney,12000,Anthony Hopkins,27191,13406,John Ashton,1,africa|anthropologist|murder|poacher|psychiatrist,English,United States,509,6.5,0
Instructions Not Included,NA,5500000,Comedy,Drama,,,,6.507895,Filmax,Signature Entertainment,7,20,2013,7/20/2013,99067206,115,Eugenio Derbez,41,399,83,Jessica Lindsey,399,Eugenio Derbez,22105,688,Hugo Stiglitz,1,father daughter relationship,Spanish,Mexico,89,7.6,14000
Insurgent,"{'id': 283579, 'name': 'Divergent Collection', 'poster_path': '/nXuCj7NcsC2bPJlwD6t2l9ZTDnt.jpg', 'backdrop_path': '/uExS9jcaFBM1wJhkn1Q1P0MFpv6.jpg'}",110000000,Adventure,Science Fiction,Thriller,,,27.887186,Summit Entertainment,Mandeville Films,3,18,2015,3/18/2015,295238201,119,Robert Schwentke,263,124,1000,Theo James,14000,Kate Winslet,154621,22622,Mekhi Phifer,0,action heroine|falling from height|mind control|trainhopping|truth serum,English,United States,5000,6.3,27000
Interstellar,NA,165000000,Adventure,Drama,Science Fiction,,,32.213481,Paramount Pictures,Legendary Pictures,11,5,2014,11/5/2014,675120017,169,Christopher Nolan,712,22000,6000,Anne Hathaway,11000,Matthew McConaughey,928227,31488,Mackenzie Foy,1,black hole|father daughter relationship|saving the world|space travel|wormhole,English,United States,11000,8.6,349000
Interview with the Assassin,NA,500000,Drama,Thriller,,,,0.573201,Magnolia Pictures,,5,9,2002,5/9/2002,0,88,Neil Burger,31,168,21,Christel Khalil,108,Raymond J. Barry,1661,243,Renee Faia,0,conspiracy theory|kennedy assassination|mock documentary|paranoia,English,United States,72,6.6,163
Into the Blue,"{'id': 174386, 'name': 'Into the Blue Collection', 'poster_path': '/dbWCijxyc3YxFdiQen63GTyvu4l.jpg', 'backdrop_path': '/sWnLZZaUHEKGQOVn445k91pfjrb.jpg'}",50000000,Action,Thriller,Adventure,Crime,,10.022102,Columbia Pictures Corporation,Mandalay Pictures,9,30,2005,9/30/2005,44434439,110,John Stockwell,120,134,795,James Frain,23000,Paul Walker,63599,25049,Ashley Scott,3,bahamas|blood splatter|cocaine|hairy chest|shark,English,United States,1000,5.8,0
Into the Grizzly Maze,NA,10000000,Action,Horror,Thriller,,,15.860139,Purple Pictures,Paul Schiff Productions,2,27,2015,2/27/2015,0,94,David Hackl,48,43,129,Michaela McManus,826,Scott Glenn,4486,1586,Luisa D'Oliveira,4,bear|breasts|female nudity|grizzly|wilderness,English,United States,476,5.3,0
Into the Storm,NA,50000000,Action,Thriller,,,,9.092925,New Line Cinema,Village Roadshow Pictures,8,6,2014,8/6/2014,160602194,89,Steven Quale,228,77,159,Alycia Debnam-Carey,490,Matt Walsh,54101,1367,Scott Lawrence,0,danger|graduation|storm|teenage boy|tornado,English,United States,298,5.8,15000
Into the Wild,NA,15000000,Adventure,Drama,,,,15.423538,Paramount Vantage,River Road Entertainment,9,11,2007,9/11/2007,56255142,148,Sean Penn,274,0,826,William Hurt,17000,Kristen Stewart,426359,18752,Hal Holbrook,0,alaska|based on true story|male nudity|self discovery|wilderness,English,United States,882,8.2,76000
Into the Woods,NA,50000000,Fantasy,Comedy,Music,,,9.580785,Walt Disney Pictures,Marc Platt Productions,12,25,2014,12/25/2014,212902372,125,Rob Marshall,321,252,10000,Meryl Streep,40000,Johnny Depp,101178,62837,Anna Kendrick,1,based on stage musical|cinderella|little red riding hood|singing|witch,English,United States,11000,6,90000
Intolerable Cruelty,NA,60000000,Crime,Comedy,Romance,,,13.469862,Imagine Entertainment,Universal Pictures,9,2,2003,9/2/2003,119940815,100,Joel Coen,161,0,210,Paul Adelstein,436,Cedric the Entertainer,76560,1395,Julia Duffy,1,attorney|divorce|marriage|real estate|screwball comedy,English,United States,399,6.3,0
Intolerance: Love's Struggle Throughout the Ages,NA,8394751,Drama,,,,,4.282118,Triangle Film Corporation,Wark Producing Corp.,9,4,1916,9/4/1916,0,197,D.W. Griffith,69,204,9,Mae Marsh,436,Lillian Gish,10718,481,Walter Long,1,huguenot|intolerance|medicis|protestant|wedding,NA,United States,22,8,691
Invaders from Mars,NA,12000000,Mystery,Science Fiction,Horror,,,3.580884,Cannon Pictures,,1,1,1986,1/1/1986,4884663,100,Tobe Hooper,52,365,225,Bud Cort,425,Louise Fletcher,5187,1661,William Bassett,0,alien|boy|nurse|school|school nurse,English,United States,394,5.5,902
Invictus,NA,60000000,Drama,History,,,,9.109838,Spyglass Entertainment,Malpaso Productions,12,10,2009,12/10/2009,122233971,134,Clint Eastwood,306,16000,204,Morgan Freeman,13000,Matt Damon,124222,24458,Leleti Khumalo,1,apartheid|nation|nelson mandela|president|rugby,English,United States,11000,7.4,23000
Ip Man 3,"{'id': 70068, 'name': 'Ip Man Collection', 'poster_path': '/iXhYIEUNoYXeq3XiNasMAcThHMU.jpg', 'backdrop_path': '/1oCPXe4e0VHZTJX4nLkvxzayXK9.jpg'}",36000000,Action,Drama,History,,,8.970494,Mandarin Films Distribution Co.,,12,19,2015,12/19/2015,156844753,105,Wilson Yip,78,25,51,Lynn Hung,461,Mike Tyson,21912,615,Kwok-Kwan Chan,0,1950s|cancer|hong kong|martial arts school|wing chun,Cantonese,Hong Kong,79,7.2,12000
Iron Man,"{'id': 131292, 'name': 'Iron Man Collection', 'poster_path': '/fbeJ7f0aD4A112Bc1tnpzyn82xO.jpg', 'backdrop_path': '/rI8zOWkRQJdlAyQ6WJOSlYK6JxZ.jpg'}",140000000,Action,Science Fiction,Adventure,,,22.073099,Paramount Pictures,Marvel Studios,4,30,2008,4/30/2008,585174222,126,Jon Favreau,486,4000,4000,Jeff Bridges,21000,Robert Downey Jr.,696338,39252,Jon Favreau,3,afghanistan|billionaire|inventor|playboy|u.s. air force,English,United States,12000,7.9,10000
Iron Man 2,"{'id': 131292, 'name': 'Iron Man Collection', 'poster_path': '/fbeJ7f0aD4A112Bc1tnpzyn82xO.jpg', 'backdrop_path': '/rI8zOWkRQJdlAyQ6WJOSlYK6JxZ.jpg'}",200000000,Adventure,Action,Science Fiction,,,19.083344,Marvel Studios,,4,28,2010,4/28/2010,623933331,124,Jon Favreau,453,4000,4000,Scarlett Johansson,21000,Robert Downey Jr.,522371,48638,Jon Favreau,4,hammer|military|monaco|revenge|tony stark,English,United States,19000,7,18000
Iron Man 3,"{'id': 131292, 'name': 'Iron Man Collection', 'poster_path': '/fbeJ7f0aD4A112Bc1tnpzyn82xO.jpg', 'backdrop_path': '/rI8zOWkRQJdlAyQ6WJOSlYK6JxZ.jpg'}",200000000,Action,Adventure,Science Fiction,,,23.721243,Marvel Studios,,4,18,2013,4/18/2013,1215439994,130,Shane Black,608,1000,3000,Jon Favreau,21000,Robert Downey Jr.,557489,30426,Don Cheadle,3,armor|explosion|human bomb|missile attack|terrorist,English,United States,4000,7.2,95000
Ironclad,"{'id': 259085, 'name': 'Ironclad Collection', 'poster_path': '/dwkPbDOYCOZ7Wxan1YJ2taVF7zu.jpg', 'backdrop_path': None}",25000000,Romance,Adventure,Action,History,,12.17054,Rising Star,Premiere Picture,3,3,2011,3/3/2011,0,121,Jonathan English,91,9,520,Mackenzie Crook,1000,Jason Flemyng,34338,3287,Derek Jacobi,2,castle|england|king|knight|templar,English,United Kingdom,870,6.2,0
Irreversible,NA,0,Drama,Thriller,Crime,Mystery,,16.76382,Eskwad,StudioCanal,5,22,2002,5/22/2002,792,97,Gaspar Noé,192,929,9,Albert Dupontel,56,Philippe Nahon,87244,118,Jo Prestia,0,long take|male frontal nudity|revenge|reverse chronology|vengeance,French,France,46,7.4,13000
Ishtar,NA,55000000,Action,Adventure,Comedy,,,3.986985,Columbia Pictures,,5,15,1987,5/15/1987,14375181,107,Elaine May,49,124,572,Warren Beatty,636,Carol Kane,8692,3374,Isabelle Adjani,2,cia|emir|hotel|map|morocco,English,United States,631,4.2,754
Isn't She Great,NA,36000000,Drama,Comedy,,,,0.907927,Universal Pictures,Mutual Film Company,1,28,2000,1/28/2000,3003296,95,Andrew Bergman,63,31,450,Nathan Lane,944,Stockard Channing,1977,2928,John Larroquette,0,autistic son|cancer|female protagonist|new york city|son,English,United States,886,5.3,133
"It's a Mad, Mad, Mad, Mad World",NA,9400000,Action,Adventure,Comedy,Crime,,13.266545,United Artists,Casey Productions,11,7,1963,11/7/1963,60000000,163,Stanley Kramer,61,176,760,Sid Caesar,924,Jonathan Winters,29323,4109,Spencer Tracy,0,california|desert|dying words|money|race,English,United States,898,7.6,0
